ID,AUTHOR,WORK,LOCATION,TEXT,MV,SELECT,CHECK,MV_PERSONAL
8778,Sophocles (0011),Electra (005),1,"ὦ τοῦ στρατηγήσαντος ἐν Τροίᾳ ποτὲ Ἀγαμέμνονος παῖ, νῦν ἐκεῖν’ ἔξεστί σοι παρόντι λεύσσειν, ὧν πρόθυμος ἦσθ’ ἀεί.",ἔξεστι,TRUE,FALSE,FALSE
8913,Thucydides (0003),History (001),1.31.2.1,"πυνθανόμενοι δὲ οἱ Κερκυραῖοι τὴν παρασκευὴν αὐτῶν ἐφοβοῦντο, καί (ἦσαν γὰρ οὐδενὸς Ἑλλήνων ἔνσπονδοι οὐδὲ ἐσεγράψαντο ἑαυτοὺς οὔτε ἐς τὰς Ἀθηναίων σπονδὰς οὔτε ἐς τὰς Λακεδαιμονίων) ἔδοξεν αὐτοῖς ἐλθοῦσιν ὡς τοὺς Ἀθηναίους ξυμμάχους γενέσθαι καὶ ὠφελίαν τινὰ πειρᾶσθαι ἀπ’ αὐτῶν εὑρίσκεσθαι.",δοκέω,TRUE,TRUE,FALSE
8914,Thucydides (0003),History (001),1.36.1.1,"καὶ ὅτῳ τάδε ξυμφέροντα μὲν δοκεῖ λέγεσθαι, φοβεῖται δὲ μὴ δι’ αὐτὰ πειθόμενος τὰς σπονδὰς λύσῃ, γνώτω τὸ μὲν δεδιὸς αὐτοῦ ἰσχὺν ἔχον τοὺς ἐναντίους μᾶλλον φοβῆσον, τὸ δὲ θαρσοῦν μὴ δεξαμένου ἀσθενὲς ὂν πρὸς ἰσχύοντας τοὺς ἐχθροὺς ἀδεέστερον ἐσόμενον, καὶ ἅμα οὐ περὶ τῆς Κερκύρας νῦν τὸ πλέον ἢ καὶ τῶν Ἀθηνῶν βουλευόμενος, καὶ οὐ τὰ κράτιστα αὐταῖς προνοῶν, ὅταν ἐς τὸν μέλλοντα καὶ ὅσον οὐ παρόντα πόλεμον τὸ αὐτίκα περισκοπῶν ἐνδοιάζῃ χωρίον προσλαβεῖν ὃ μετὰ μεγίστων καιρῶν οἰκειοῦταί τε καὶ πολεμοῦται.",δοκέω,TRUE,TRUE,FALSE
8918,Thucydides (0003),History (001),1.72.1.1,"τῶν δὲ Ἀθηναίων ἔτυχε γὰρ πρεσβεία πρότερον ἐν τῇ Λακεδαίμονι περὶ ἄλλων παροῦσα, καὶ ὡς ᾔσθοντο τῶν λόγων, ἔδοξεν αὐτοῖς παριτητέα ἐς τοὺς Λακεδαιμονίους εἶναι, τῶν μὲν ἐγκλημάτων πέρι μηδὲν ἀπολογησομένους ὧν αἱ πόλεις ἐνεκάλουν, δηλῶσαι δὲ περὶ τοῦ παντὸς ὡς οὐ ταχέως αὐτοῖς βουλευτέον εἴη, ἀλλ’ ἐν πλέονι σκεπτέον.",δοκέω,TRUE,TRUE,FALSE
8919,Thucydides (0003),History (001),1.75.4.1,"καὶ οὐκ ἀσφαλὲς ἔτι ἐδόκει εἶναι τοῖς πολλοῖς ἀπηχθημένους, καί τινων καὶ ἤδη ἀποστάντων κατεστραμμένων, ὑμῶν τε ἡμῖν οὐκέτι ὁμοίως φίλων, ἀλλ’ ὑπόπτων καὶ διαφόρων ὄντων, ἀνέντας κινδυνεύειν·",δοκέω,TRUE,TRUE,FALSE
8922,Thucydides (0003),History (001),1.107.4.1,ἔδοξε δ’ αὐτοῖς ἐν Βοιωτοῖς περιμείνασι σκέψασθαι ὅτῳ τρόπῳ ἀσφαλέστατα διαπορεύσονται.,δοκέω,TRUE,TRUE,FALSE
8924,Thucydides (0003),History (001),1.125.1.3,"δεδογμένον δὲ αὐτοῖς εὐθὺς μὲν ἀδύνατα ἦν ἐπιχειρεῖν ἀπαρασκεύοις οὖσιν, ἐκπορίζεσθαι δὲ ἐδόκει ἑκάστοις ἃ πρόσφορα ἦν καὶ μὴ εἶναι μέλλησιν.",δοκέω,TRUE,TRUE,FALSE
8939,Thucydides (0003),History (001),2.35.1.3,"ἐμοὶ δὲ ἀρκοῦν ἂν ἐδόκει εἶναι ἀνδρῶν ἀγαθῶν ἔργῳ γενομένων ἔργῳ καὶ δηλοῦσθαι τὰς τιμάς, οἷα καὶ νῦν περὶ τὸν τάφον τόνδε δημοσίᾳ παρασκευασθέντα ὁρᾶτε, καὶ μὴ ἐν ἑνὶ ἀνδρὶ πολλῶν ἀρετὰς κινδυνεύεσθαι εὖ τε καὶ χεῖρον εἰπόντι πιστευθῆναι.",δοκέω,TRUE,TRUE,FALSE
8958,Thucydides (0003),History (001),4.15.1.1,"ἐς δὲ τὴν Σπάρτην ὡς ἠγγέλθη τὰ γεγενημένα περὶ Πύλον, ἔδοξεν αὐτοῖς ὡς ἐπὶ ξυμφορᾷ μεγάλῃ τὰ τέλη καταβάντας ἐς τὸ στρατόπεδον βουλεύειν παραχρῆμα ὁρῶντας ὅτι ἂν δοκῇ.",δοκέω,TRUE,TRUE,FALSE
8959,Thucydides (0003),History (001),4.15.1.1,"καὶ ὡς εἶδον ἀδύνατον ὂν τιμωρεῖν τοῖς ἀνδράσι καὶ κινδυνεύειν οὐκ ἐβούλοντο ἢ ὑπὸ λιμοῦ τι παθεῖν αὐτοὺς ἢ ὑπὸ πλήθους βιασθέντας κρατηθῆναι, ἔδοξεν αὐτοῖς πρὸς τοὺς στρατηγοὺς τῶν Ἀθηναίων, ἢν ἐθέλωσι, σπονδὰς ποιησαμένους τὰ περὶ Πύλον ἀποστεῖλαι ἐς τὰς Ἀθήνας πρέσβεις περὶ ξυμβάσεως καὶ τοὺς ἄνδρας ὡς τάχιστα πειρᾶσθαι κομίσασθαι.",δοκέω,TRUE,FALSE,FALSE
8961,Thucydides (0003),History (001),4.22.3.1,"ὁρῶντες δὲ οἱ Λακεδαιμόνιοι οὔτε σφίσιν οἷόν τε ὂν ἐν πλήθει εἰπεῖν, εἴ τι καὶ ὑπὸ τῆς ξυμφορᾶς ἐδόκει αὐτοῖς ξυγχωρεῖν, μὴ ἐς τοὺς ξυμμάχους διαβληθῶσιν εἰπόντες καὶ οὐ τυχόντες, οὔτε τοὺς Ἀθηναίους ἐπὶ μετρίοις ποιήσοντας ἃ προυκαλοῦντο, ἀνεχώρησαν ἐκ τῶν Ἀθηνῶν ἄπρακτοι.",δοκέω,TRUE,TRUE,FALSE
8964,Thucydides (0003),History (001),4.71.1.1,"αἱ δὲ τῶν Μεγαρέων στάσεις φοβούμεναι, οἱ μὲν μὴ τοὺς φεύγοντας σφίσιν ἐσαγαγὼν αὐτοὺς ἐκβάλῃ, οἱ δὲ μὴ αὐτὸ τοῦτο ὁ δῆμος δείσας ἐπίθηται σφίσι καὶ ἡ πόλις ἐν μάχῃ καθ’ αὑτὴν οὖσα ἐγγὺς ἐφεδρευόντων Ἀθηναίων ἀπόληται, οὐκ ἐδέξαντο, ἀλλ’ ἀμφοτέροις ἐδόκει ἡσυχάσασι τὸ μέλλον περιιδεῖν.",δοκέω,TRUE,TRUE,FALSE
8966,Thucydides (0003),History (001),4.92.2.1,"νυνὶ δ’ εἴ τῳ καὶ ἀσφαλέστερον ἔδοξεν εἶναι, μεταγνώτω.",δοκέω,TRUE,TRUE,FALSE
8968,Thucydides (0003),History (001),4.118.4.2,"τάδε δὲ ἔδοξε Λακεδαιμονίοις καὶ τοῖς ἄλλοις ξυμμάχοις ἐὰν σπονδὰς ποιῶνται οἱ Ἀθηναῖοι, ἐπὶ τῆς αὐτῶν μένειν ἑκατέρους ἔχοντας ἅπερ νῦν ἔχομεν, τοὺς μὲν ἐν τῷ Κορυφασίῳ ἐντὸς τῆς Βουφράδος καὶ τοῦ Τομέως μένοντας, τοὺς δὲ ἐν Κυθήροις μὴ ἐπιμισγομένους ἐς τὴν ξυμμαχίαν, μήτε ἡμᾶς πρὸς αὐτοὺς μήτε αὐτοὺς πρὸς ἡμᾶς, τοὺς δ’ ἐν Νισαίᾳ καὶ Μινῴᾳ μὴ ὑπερβαίνοντας τὴν ὁδὸν τὴν ἀπὸ τῶν πυλῶν τῶν παρὰ τοῦ Νίσου ἐπὶ τὸ Ποσειδώνιον, ἀπὸ δὲ τοῦ Ποσειδωνίου εὐθὺς ἐπὶ τὴν γέφυραν τὴν ἐς Μινῴαν (μηδὲ Μεγαρέας καὶ τοὺς ξυμμάχους ὑπερβαίνειν τὴν ὁδὸν ταύτην) καὶ τὴν νῆσον, ἥνπερ ἔλαβον οἱ Ἀθηναῖοι, ἔχοντας, μηδὲ ἐπιμισγομένους μηδετέρους μηδετέρωσε, καὶ τὰ ἐν Τροιζῆνι, ὅσαπερ νῦν ἔχουσι, καθ’ ἃ ξυνέθεντο πρὸς Ἀθηναίους·",δοκέω,TRUE,TRUE,FALSE
8987,Thucydides (0003),History (001),5.77.1.1,"καττάδε δοκεῖ τᾷ ἐκκλησίᾳ τῶν Λακεδαιμονίων ξυμβαλέσθαι ποττὼς Ἀργείως, ἀποδιδόντας τὼς παῖδας τοῖς Ὀρχομενίοις καὶ τὼς ἄνδρας τοῖς Μαιναλίοις, καὶ τὼς ἄνδρας τὼς ἐν Μαντινείᾳ τοῖς Λακεδαιμονίοις ἀποδιδόντας, καὶ ἐξ Ἐπιδαύρω ἐκβῶντας καὶ τὸ τεῖχος ἀναιρίοντας.",δοκέω,TRUE,FALSE,FALSE
8994,Thucydides (0003),History (001),6.9.1.2,"ἐμοὶ μέντοι δοκεῖ καὶ περὶ αὐτοῦ τούτου ἔτι χρῆναι σκέψασθαι, εἰ ἄμεινόν ἐστιν ἐκπέμπειν τὰς ναῦς, καὶ μὴ οὕτω βραχείᾳ βουλῇ περὶ μεγάλων πραγμάτων ἀνδράσιν ἀλλοφύλοις πειθομένους πόλεμον οὐ προσήκοντα ἄρασθαι.",δοκέω,TRUE,TRUE,FALSE
9017,Thucydides (0003),History (001),7.40.4.2,"ἔπειτα οὐκ ἐδόκει τοῖς Ἀθηναίοις ὑπὸ σφῶν αὐτῶν διαμέλλοντας κόπῳ ἁλίσκεσθαι, ἀλλ’ ἐπιχειρεῖν ὅτι τάχιστα, καὶ ἐπιφερόμενοι ἐκ παρακελεύσεως ἐναυμάχουν.",δοκέω,TRUE,FALSE,FALSE
9027,Thucydides (0003),History (001),7.80.1.1,"τῆς δὲ νυκτὸς τῷ Νικίᾳ καὶ Δημοσθένει ἐδόκει, ἐπειδὴ κακῶς σφίσι τὸ στράτευμα εἶχε τῶν τε ἐπιτηδείων πάντων ἀπορίᾳ ἤδη, καὶ κατατετραυματισμένοι ἦσαν πολλοὶ ἐν πολλαῖς προσβολαῖς τῶν πολεμίων γεγενημέναις, πυρὰ καύσαντας ὡς πλεῖστα ἀπάγειν τὴν στρατιάν, μηκέτι τὴν αὐτὴν ὁδὸν ᾗ διενοήθησαν, ἀλλὰ τοὐναντίον ἢ οἱ Συρακόσιοι ἐτήρουν, πρὸς τὴν θάλασσαν.",δοκέω,TRUE,TRUE,FALSE
9030,Thucydides (0003),History (001),8.8.2.1,"ὁ δὲ Ἆγις ἐπειδὴ ἑώρα τοὺς Λακεδαιμονίους ἐς τὴν Χίον πρῶτον ὡρμημένους, οὐδ’ αὐτὸς ἄλλο τι ἐγίγνωσκεν, ἀλλὰ ξυνελθόντες ἐς Κόρινθον οἱ ξύμμαχοι ἐβουλεύοντο, καὶ ἔδοξε πρῶτον ἐς Χίον αὐτοῖς πλεῖν ἄρχοντα ἔχοντας Χαλκιδέα, ὃς ἐν τῇ Λακωνικῇ τὰς πέντε ναῦς παρεσκεύαζεν, ἔπειτα ἐς Λέσβον καὶ Ἀλκαμένη ἄρχοντα, ὅνπερ καὶ Ἆγις διενοεῖτο, τὸ τελευταῖον δὲ ἐς τὸν Ἑλλήσποντον ἀφικέσθαι (προσετέτακτο δὲ ἐς αὐτὸν ἄρχων Κλέαρχος ὁ Ῥαμφίου), διαφέρειν δὲ τὸν Ἰσθμὸν τὰς ἡμισείας τῶν νεῶν πρῶτον, καὶ εὐθὺς ταύτας ἀποπλεῖν, ὅπως μὴ οἱ Ἀθηναῖοι πρὸς τὰς ἀφορμωμένας μᾶλλον τὸν νοῦν ἔχωσιν ἢ τὰς ὕστερον ἐπιδιαφερομένας.",δοκέω,TRUE,TRUE,FALSE
9031,Thucydides (0003),History (001),8.11.2.3,"καὶ ὁρῶντες τὴν φυλακὴν ἐν χωρίῳ ἐρήμῳ ἐπίπονον οὖσαν ἠπόρουν, καὶ ἐπενόησαν μὲν κατακαῦσαι τὰς ναῦς, ἔπειτα δὲ ἔδοξεν αὐτοῖς ἀνελκύσαι καὶ τῷ πεζῷ προσκαθημένους φυλακὴν ἔχειν, ἕως ἄν τις παρατύχῃ διαφυγὴ ἐπιτηδεία.",δοκέω,TRUE,TRUE,FALSE
9052,Thucydides (0003),History (001),1.37.5.1,"καίτοι εἰ ἦσαν ἄνδρες, ὥσπερ φασίν, ἀγαθοί, ὅσῳ ἀληπτότεροι ἦσαν τοῖς πέλας, τόσῳ δὲ φανερωτέραν ἐξῆν αὐτοῖς τὴν ἀρετὴν διδοῦσι καὶ δεχομένοις τὰ δίκαια δεικνύναι.",ἔξεστι,TRUE,TRUE,FALSE
9055,Thucydides (0003),History (001),3.39.6.3,"πάντες γὰρ ὑμῖν γε ὁμοίως ἐπέθεντο, οἷς γ’ ἐξῆν ὡς ἡμᾶς τραπομένοις νῦν πάλιν ἐν τῇ πόλει εἶναι·",ἔξεστι,TRUE,FALSE,FALSE
9057,Thucydides (0003),History (001),4.17.4.1,"ὑμῖν γὰρ εὐτυχίαν τὴν παροῦσαν ἔξεστι καλῶς θέσθαι, ἔχουσι μὲν ὧν κρατεῖτε, προσλαβοῦσι δὲ τιμὴν καὶ δόξαν, καὶ μὴ παθεῖν ὅπερ οἱ ἀήθως τι ἀγαθὸν λαμβάνοντες τῶν ἀνθρώπων·",ἔξεστι,TRUE,TRUE,FALSE
9058,Thucydides (0003),History (001),4.20.3.1,"ἤν τε γνῶτε, Λακεδαιμονίοις ἔξεστιν ὑμῖν φίλους γενέσθαι βεβαίως, αὐτῶν τε προκαλεσαμένων χαρισαμένοις τε μᾶλλον ἢ βιασαμένοις.",ἔξεστι,TRUE,FALSE,FALSE
9062,Thucydides (0003),History (001),8.53.1.1,"οἱ δὲ μετὰ τοῦ Πεισάνδρου πρέσβεις τῶν Ἀθηναίων ἀποσταλέντες ἐκ τῆς Σάμου ἀφικόμενοι ἐς τὰς Ἀθήνας λόγους ἐποιοῦντο ἐν τῷ δήμῳ κεφαλαιοῦντες ἐκ πολλῶν, μάλιστα δὲ ὡς ἐξείη αὐτοῖς Ἀλκιβιάδην καταγαγοῦσι καὶ μὴ τὸν αὐτὸν τρόπον δημοκρατουμένοις βασιλέα τε ξύμμαχον ἔχειν καὶ Πελοποννησίων περιγενέσθαι.",ἔξεστι,TRUE,FALSE,FALSE
9065,Thucydides (0003),History (001),3.58.1.1,"καίτοι ἀξιοῦμέν γε καὶ θεῶν ἕνεκα τῶν ξυμμαχικῶν ποτὲ γενομένων καὶ τῆς ἀρετῆς τῆς ἐς τοὺς Ἕλληνας καμφθῆναι ὑμᾶς καὶ μεταγνῶναι εἴ τι ὑπὸ Θηβαίων ἐπείσθητε, τήν τε δωρεὰν ἀνταπαιτῆσαι αὐτοὺς μὴ κτείνειν οὓς μὴ ὑμῖν πρέπει, σώφρονά τε ἀντὶ αἰσχρᾶς κομίσασθαι χάριν, καὶ μὴ ἡδονὴν δόντας ἄλλοις κακίαν αὐτοὺς ἀντιλαβεῖν·",πρέπω,TRUE,TRUE,FALSE
9069,Thucydides (0003),History (001),4.126.2.1,"ἀγαθοῖς γὰρ εἶναι ὑμῖν προσήκει τὰ πολέμια οὐ διὰ ξυμμάχων παρουσίαν ἑκάστοτε, ἀλλὰ δι’ οἰκείαν ἀρετήν, καὶ μηδὲν πλῆθος πεφοβῆσθαι ἑτέρων, οἵ γε μηδὲ ἀπὸ πολιτειῶν τοιούτων ἥκετε, ἐν αἷς οὐ πολλοὶ ὀλίγων ἄρχουσιν, ἀλλὰ πλεόνων μᾶλλον ἐλάσσους, οὐκ ἄλλῳ τινὶ κτησάμενοι τὴν δυναστείαν ἢ τῷ μαχόμενοι κρατεῖν.",προσήκω,TRUE,FALSE,FALSE
9071,Thucydides (0003),History (001),1.1.3.1,"τὰ γὰρ πρὸ αὐτῶν καὶ τὰ ἔτι παλαίτερα σαφῶς μὲν εὑρεῖν διὰ χρόνου πλῆθος ἀδύνατα ἦν, ἐκ δὲ τεκμηρίων ὧν ἐπὶ μακρότατον σκοποῦντί μοι πιστεῦσαι ξυμβαίνει οὐ μεγάλα νομίζω γενέσθαι οὔτε κατὰ τοὺς πολέμους οὔτε ἐς τὰ ἄλλα.",συμβαίνω,TRUE,TRUE,FALSE
9072,Thucydides (0003),History (001),1.29.5.3,"τῇ δὲ αὐτῇ ἡμέρᾳ αὐτοῖς ξυνέβη καὶ τοὺς τὴν Ἐπίδαμνον πολιορκοῦντας παραστήσασθαι ὁμολογίᾳ ὥστε τοὺς μὲν ἐπήλυδας ἀποδόσθαι, Κορινθίους δὲ δήσαντας ἔχειν ἕως ἂν ἄλλο τι δόξῃ.",συμβαίνω,TRUE,TRUE,FALSE
9092,Thucydides (0003),History (001),5.26.5.3,"καὶ ξυνέβη μοι φεύγειν τὴν ἐμαυτοῦ ἔτη εἴκοσι μετὰ τὴν ἐς Ἀμφίπολιν στρατηγίαν, καὶ γενομένῳ παρ’ ἀμφοτέροις τοῖς πράγμασι, καὶ οὐχ ἧσσον τοῖς Πελοποννησίων διὰ τὴν φυγήν, καθ’ ἡσυχίαν τι αὐτῶν μᾶλλον αἰσθέσθαι.",συμβαίνω,TRUE,TRUE,FALSE
9094,Thucydides (0003),History (001),5.72.1.1,"ξυνέβη οὖν αὐτῷ ἅτε ἐν αὐτῇ τῇ ἐφόδῳ καὶ ἐξ ὀλίγου παραγγείλαντι τόν τε Ἀριστοκλέα καὶ τὸν Ἱππονοΐδαν μὴ ’θελῆσαι παρελθεῖν, ἀλλὰ καὶ διὰ τοῦτο τὸ αἰτίαμα ὕστερον φεύγειν ἐκ Σπάρτης δόξαντας μαλακισθῆναι, καὶ τοὺς πολεμίους φθάσαι τῇ προσμείξει, καὶ κελεύσαντος αὐτοῦ, ἐπὶ τοὺς Σκιρίτας ὡς οὐ παρῆλθον οἱ λόχοι, πάλιν αὖ σφίσι προσμεῖξαι, μὴ δυνηθῆναι ἔτι μηδὲ τούτους ξυγκλῇσαι.",συμβαίνω,TRUE,TRUE,FALSE
9101,Thucydides (0003),History (001),6.55.4.1,Ἱππάρχῳ δὲ ξυνέβη τοῦ πάθους τῇ δυστυχίᾳ ὀνομασθέντα καὶ τὴν δόξαν τῆς τυραννίδος ἐς τὰ ἔπειτα προσλαβεῖν.,συμβαίνω,TRUE,FALSE,FALSE
9106,Thucydides (0003),History (001),7.57.9.9,"ξυνέβη δὲ τοῖς Κρησὶ τὴν Γέλαν Ῥοδίοις ξυγκτίσαντας μὴ ξὺν τοῖς ἀποίκοις, ἀλλ’ ἐπὶ τοὺς ἀποίκους ἑκόντας μετὰ μισθοῦ ἐλθεῖν.",συμβαίνω,TRUE,TRUE,FALSE
9136,Thucydides (0003),History (001),7.13.1.1,ἡμῖν δ’ ἐκ πολλῆς ἂν περιουσίας νεῶν μόλις τοῦτο ὑπῆρχε καὶ μὴ ἀναγκαζομένοις ὥσπερ νῦν πάσαις φυλάσσειν·,ὑπάρχω,TRUE,FALSE,FALSE
9217,Thucydides (0003),History (001),7.63.3.1,"τοῖς δὲ ναύταις παραινῶ καὶ ἐν τῷ αὐτῷ τῷδε καὶ δέομαι μὴ ἐκπεπλῆχθαί τι ταῖς ξυμφοραῖς ἄγαν, τήν τε παρασκευὴν ἀπὸ τῶν καταστρωμάτων βελτίω νῦν ἔχοντας καὶ τὰς ναῦς πλείους, ἐκείνην τε τὴν ἡδονὴν ἐνθυμεῖσθαι ὡς ἀξία ἐστὶ διασώσασθαι, οἳ τέως Ἀθηναῖοι νομιζόμενοι καὶ μὴ ὄντες ἡμῶν τῆς τε φωνῆς τῇ ἐπιστήμῃ καὶ τῶν τρόπων τῇ μιμήσει ἐθαυμάζεσθε κατὰ τὴν Ἑλλάδα, καὶ τῆς ἀρχῆς τῆς ἡμετέρας οὐκ ἔλασσον κατὰ τὸ ὠφελεῖσθαι ἔς τε τὸ φοβερὸν τοῖς ὑπηκόοις καὶ τὸ μὴ ἀδικεῖσθαι πολὺ πλέον μετείχετε.",δέομαι,TRUE,TRUE,TRUE
9303,Thucydides (0003),History (001),2.7.2.1,"καὶ Λακεδαιμονίοις μὲν πρὸς ταῖς αὐτοῦ ὑπαρχούσαις ἐξ Ἰταλίας καὶ Σικελίας τοῖς τἀκείνων ἑλομένοις ναῦς ἐπετάχθη ποιεῖσθαι κατὰ μέγεθος τῶν πόλεων, ὡς ἐς τὸν πάντα ἀριθμὸν πεντακοσίων νεῶν ἐσομένων, καὶ ἀργύριον ῥητὸν ἑτοιμάζειν, τά τε ἄλλα ἡσυχάζοντας καὶ Ἀθηναίους δεχομένους μιᾷ νηὶ ἕως ἂν ταῦτα παρασκευασθῇ.",ἐπιτάσσω,TRUE,TRUE,TRUE
9322,Thucydides (0003),History (001),5.71.2.1,"δείσας δὲ Ἆγις μὴ σφῶν κυκλωθῇ τὸ εὐώνυμον, καὶ νομίσας ἄγαν περιέχειν τοὺς Μαντινέας, τοῖς μὲν Σκιρίταις καὶ Βρασιδείοις ἐσήμηνεν ἐπεξαγαγόντας ἀπὸ σφῶν ἐξισῶσαι τοῖς Μαντινεῦσιν, ἐς δὲ τὸ διάκενον τοῦτο παρήγγελλεν ἀπὸ τοῦ δεξιοῦ κέρως δύο λόχους τῶν πολεμάρχων Ἱππονοΐδᾳ καὶ Ἀριστοκλεῖ ἔχουσι παρελθεῖν καὶ ἐσβαλόντας πληρῶσαι, νομίζων τῷ θ’ ἑαυτῶν δεξιῷ ἔτι περιουσίαν ἔσεσθαι καὶ τὸ κατὰ τοὺς Μαντινέας βεβαιότερον τετάξεσθαι.",παραγγέλλω,TRUE,TRUE,TRUE
9423,Thucydides (0003),History (001),5.71.2.1,"δείσας δὲ Ἆγις μὴ σφῶν κυκλωθῇ τὸ εὐώνυμον, καὶ νομίσας ἄγαν περιέχειν τοὺς Μαντινέας, τοῖς μὲν Σκιρίταις καὶ Βρασιδείοις ἐσήμηνεν ἐπεξαγαγόντας ἀπὸ σφῶν ἐξισῶσαι τοῖς Μαντινεῦσιν, ἐς δὲ τὸ διάκενον τοῦτο παρήγγελλεν ἀπὸ τοῦ δεξιοῦ κέρως δύο λόχους τῶν πολεμάρχων Ἱππονοΐδᾳ καὶ Ἀριστοκλεῖ ἔχουσι παρελθεῖν καὶ ἐσβαλόντας πληρῶσαι, νομίζων τῷ θ’ ἑαυτῶν δεξιῷ ἔτι περιουσίαν ἔσεσθαι καὶ τὸ κατὰ τοὺς Μαντινέας βεβαιότερον τετάξεσθαι.",σημαίνω,TRUE,FALSE,TRUE
9460,Xenophon (0032),Anabasis (006),2.1.2.3,"ἔδοξεν οὖν αὐτοῖς συσκευασαμένοις ἃ εἶχον καὶ ἐξοπλισαμένοις προϊέναι εἰς τὸ πρόσθεν, ἕως Κύρῳ συμμείξειαν.",δοκέω,TRUE,FALSE,FALSE
9481,Xenophon (0032),Anabasis (006),3.2.1.1,"ἐπεὶ δὲ ᾕρηντο, ἡμέρα τε σχεδὸν ὑπέφαινε καὶ εἰς τὸ μέσον ἧκον οἱ ἄρχοντες, καὶ ἔδοξεν αὐτοῖς προφυλακὰς καταστήσαντας συγκαλεῖν τοὺς στρατιώτας.",δοκέω,TRUE,FALSE,FALSE
9498,Xenophon (0032),Anabasis (006),4.1.12.1,"ἅμα δὲ τῇ ἡμέρᾳ συνελθοῦσι τοῖς στρατηγοῖς καὶ λοχαγοῖς τῶν Ἑλλήνων ἔδοξε τῶν τε ὑποζυγίων τὰ ἀναγκαῖα καὶ δυνατώτατα ἔχοντας πορεύεσθαι, καταλιπόντας τἆλλα, καὶ ὅσα ἦν νεωστὶ αἰχμάλωτα ἀνδράποδα ἐν τῇ στρατιᾷ πάντα ἀφεῖναι.",δοκέω,TRUE,FALSE,FALSE
9517,Xenophon (0032),Anabasis (006),4.8.9.4,ἔπειτα δὲ ἔδοξε τοῖς στρατηγοῖς βουλεύσασθαι συλλεγεῖσιν ὅπως ὡς κάλλιστα ἀγωνιοῦνται.,δοκέω,TRUE,FALSE,FALSE
9518,Xenophon (0032),Anabasis (006),4.8.12.1,ἀλλά μοι δοκεῖ ὀρθίους τοὺς λόχους ποιησαμένους τοσοῦτον χωρίον κατασχεῖν διαλιπόντας τοῖς λόχοις ὅσον ἔξω τοὺς ἐσχάτους λόχους γενέσθαι τῶν πολεμίων κεράτων·,δοκέω,TRUE,FALSE,FALSE
9531,Xenophon (0032),Anabasis (006),5.6.1.2,καὶ ἐδόκει αὐτοῖς περὶ τῆς λοιπῆς πορείας παρακαλέσαντας τοὺς Σινωπέας βουλεύεσθαι.,δοκέω,TRUE,FALSE,FALSE
9557,Xenophon (0032),Anabasis (006),6.6.30.1,ἐκ τούτου ἔδοξεν αὐτοῖς πέμψαντας στρατηγοὺς καὶ λοχαγοὺς καὶ Δρακόντιον τὸν Σπαρτιάτην καὶ τῶν ἄλλων οἳ ἐδόκουν ἐπιτήδειοι εἶναι δεῖσθαι Κλεάνδρου κατὰ πάντα τρόπον ἀφεῖναι τὼ ἄνδρε.,δοκέω,TRUE,FALSE,FALSE
9559,Xenophon (0032),Anabasis (006),6.6.38.1,"ἐπεὶ δὲ οὐδενὶ ἐνέτυχον πορευόμενοι τὴν ὀρθὴν ὁδόν, ὥστε ἔχοντές τι εἰς τὴν φιλίαν ἐλθεῖν, ἔδοξεν αὐτοῖς τοὔμπαλιν ὑποστρέψαντας ἐλθεῖν μίαν ἡμέραν καὶ νύκτα.",δοκέω,TRUE,FALSE,FALSE
9560,Xenophon (0032),Anabasis (006),7.1.31.1,"καὶ νῦν μοι δοκεῖ πέμψαντας Ἀναξιβίῳ εἰπεῖν ὅτι ἡμεῖς οὐδὲν βίαιον ποιήσοντες παρεληλύθαμεν εἰς τὴν πόλιν, ἀλλ’ ἢν μὲν δυνώμεθα παρ’ ὑμῶν ἀγαθόν τι εὑρίσκεσθαι, εἰ δὲ μή, ἀλλὰ δηλώσοντες ὅτι οὐκ ἐξαπατώμενοι ἀλλὰ πειθόμενοι ἐξερχόμεθα.",δοκέω,TRUE,FALSE,FALSE
9654,Xenophon (0032),Cyropaedia (007),3.3.14.2,"ἡμῖν γὰρ δοκεῖ πᾶσιν, ἐπείπερ παρεσκευάσμεθα, μὴ ἐπειδὰν ἐμβάλωσιν οἱ πολέμιοι εἰς τὴν σὴν χώραν, τότε μάχεσθαι, μηδ’ ἐν τῇ φιλίᾳ καθημένους ἡμᾶς ὑπομένειν, ἀλλ’ ἰέναι ὡς τάχιστα εἰς τὴν πολεμίαν.",δοκέω,TRUE,FALSE,FALSE
9823,Xenophon (0032),Hellenica (001),3.2.14.1,"ἐπεὶ δ’ ἐκεῖ ἦσαν, ἔδοξεν αὐτοῖς ἱκανὰς φυλακὰς εἰς τὰ ἐρύματα καταστήσαντας διαβαίνειν πάλιν ἐπὶ τὴν Ἰωνίαν.",δοκέω,TRUE,FALSE,FALSE
9828,Xenophon (0032),Hellenica (001),3.5.23.9,διὰ οὖν πάντα ταῦτα ἔδοξεν αὐτοῖς τοὺς νεκροὺς ὑποσπόνδους ἀναιρεῖσθαι.,δοκέω,TRUE,FALSE,FALSE
