Author;Work;Location;Text;MVI;SID
Plato (0059);Epistles (036);346.b.2;ἀξιῶ ἐκεῖνον ἀπολαβόντα τὰ ἑαυτοῦ οἰκεῖν μὲν ἐν Πελοποννήσῳ, μὴ ὡς φυγάδα δέ, ἀλλ’ ὡς αὐτῷ καὶ δεῦρο ἐξὸν ἀποδημεῖν, ὅταν ἐκείνῳ τε καὶ ἐμοὶ καὶ ὑμῖν τοῖς φίλοις κοινῇ συνδοκῇ·;ἔξεστι;468
Plato (0059);Gorgias (023);492.a.4;"ἐπεὶ ὅσοις ἐξ ἀρχῆς ὑπῆρξεν ἢ βασιλέων ὑέσιν εἶναι ἢ αὐτοὺς τῇ φύσει ἱκανοὺς ἐκπορίσασθαι ἀρχήν τινα ἢ τυραννίδα ἢ δυναστείαν, τί ἂν τῇ ἀληθείᾳ αἴσχιον καὶ κάκιον εἴη σωφροσύνης καὶ δικαιοσύνης τούτοις τοῖς ἀνθρώποις, οἷς ἐξὸν ἀπολαύειν τῶν ἀγαθῶν καὶ μηδενὸς ἐμποδὼν ὄντος, αὐτοὶ ἑαυτοῖς δεσπότην ἐπαγάγοιντο τὸν τῶν πολλῶν ἀνθρώπων νόμον τε καὶ λόγον καὶ ψόγον;";ἔξεστι;1237
Plato (0059);Laws (034);722.b.4;πρὸς τοῦτο δὲ οὐδεὶς ἔοικε διανοηθῆναι πώποτε τῶν νομοθετῶν, ὡς ἐξὸν δυοῖν χρῆσθαι πρὸς τὰς νομοθεσίας, πειθοῖ καὶ βίᾳ, καθ’ ὅσον οἷόν τε ἐπὶ τὸν ἄπειρον παιδείας ὄχλον, τῷ ἑτέρῳ χρῶνται μόνον·;ἔξεστι;1732
Plato (0059);Laws (034);742.c.2;γαμοῦντα δὲ καὶ ἐκδιδόντα μήτ’ οὖν διδόναι μήτε δέχεσθαι προῖκα τὸ παράπαν μηδ’ ἡντινοῦν, μηδὲ νόμισμα παρακατατίθεσθαι ὅτῳ μή τις πιστεύει, μηδὲ δανείζειν ἐπὶ τόκῳ, ὡς ἐξὸν μὴ ἀποδιδόναι τὸ παράπαν τῷ δανεισαμένῳ μήτε τόκον μήτε κεφάλαιον·;ἔξεστι;1964
Plato (0059);Laws (034);858.a.7;γελοίαν, ὦ ξένε, προτιθέμεθα τὴν αἵρεσιν, καὶ ἀτεχνῶς ὥσπερ κατεχομένοις νομοθέταις ὅμοιοι γιγνοίμεθ’ ἂν ὑπὸ μεγάλης τινὸς ἀνάγκης ἤδη νομοθετεῖν, ὡς οὐκέτ’ ἐξὸν εἰς αὔριον·;ἔξεστι;3477
Plato (0059);Laws (034);918.d.4;τὰ δὲ τῶν ἀνθρώπων πλήθη πᾶν τοὐναντίον ἔχει τούτοις, δεόμενά τε ἀμέτρως δεῖται καὶ ἐξὸν κερδαίνειν τὰ μέτρια, ἀπλήστως αἱρεῖται κερδαίνειν, διὸ πάντα τὰ περὶ τὴν καπηλείαν καὶ ἐμπορίαν καὶ πανδοκείαν γένη διαβέβληταί τε καὶ ἐν αἰσχροῖς γέγονεν ὀνείδεσιν.;ἔξεστι;4398
Plato (0059);Menexenus (028);242.c.2;μετὰ δὲ ταῦτα πολλοῦ πολέμου γενομένου, καὶ πάντων τῶν Ἑλλήνων ἐπιστρατευσάντων καὶ τεμόντων τὴν χώραν καὶ ἀναξίαν χάριν ἐκτινόντων τῇ πόλει, νικήσαντες αὐτοὺς ναυμαχίᾳ οἱ ἡμέτεροι καὶ λαβόντες αὐτῶν τοὺς ἡγεμόνας Λακεδαιμονίους ἐν τῇ Σφαγίᾳ, ἐξὸν αὐτοῖς διαφθεῖραι ἐφείσαντο καὶ ἀπέδοσαν καὶ εἰρήνην ἐποιήσαντο, ἡγούμενοι πρὸς μὲν τὸ ὁμόφυλον μέχρι νίκης δεῖν πολεμεῖν, καὶ μὴ δι’ ὀργὴν ἰδίαν πόλεως τὸ κοινὸν τῶν Ἑλλήνων διολλύναι, πρὸς δὲ τοὺς βαρβάρους μέχρι διαφθορᾶς.;ἔξεστι;127
Plato (0059);Menexenus (028);246.d.2;ἡμῖν δὲ ἐξὸν ζῆν μὴ καλῶς, καλῶς αἱρούμεθα μᾶλλον τελευτᾶν, πρὶν ὑμᾶς τε καὶ τοὺς ἔπειτα εἰς ὀνείδη καταστῆσαι καὶ πρὶν τοὺς ἡμετέρους πατέρας καὶ πᾶν τὸ πρόσθεν γένος αἰσχῦναι, ἡγούμενοι τῷ τοὺς αὑτοῦ αἰσχύναντι ἀβίωτον εἶναι, καὶ τῷ τοιούτῳ οὔτε τινὰ ἀνθρώπων οὔτε θεῶν φίλον εἶναι οὔτ’ ἐπὶ γῆς οὔθ’ ὑπὸ γῆς τελευτήσαντι.;ἔξεστι;176
Plato (0059);Phaedrus (012);272.b.7;τούτου τοι ἕνεκα χρὴ πάντας τοὺς λόγους ἄνω καὶ κάτω μεταστρέφοντα ἐπισκοπεῖν εἴ τίς πῃ ῥᾴων καὶ βραχυτέρα φαίνεται ἐπ’ αὐτὴν ὁδός, ἵνα μὴ μάτην πολλὴν ἀπίῃ καὶ τραχεῖαν, ἐξὸν ὀλίγην τε καὶ λείαν.;ἔξεστι;851
Plato (0059);Protagoras (022);352.d.4;οἶσθα οὖν ὅτι οἱ πολλοὶ τῶν ἀνθρώπων ἐμοί τε καὶ σοὶ οὐ πείθονται, ἀλλὰ πολλούς φασι γιγνώσκοντας τὰ βέλτιστα οὐκ ἐθέλειν πράττειν, ἐξὸν αὐτοῖς, ἀλλὰ ἄλλα πράττειν·;ἔξεστι;896
Plato (0059);Protagoras (022);355.a.5;φημὶ γὰρ ὑμῖν τούτου οὕτως ἔχοντος γελοῖον τὸν λόγον γίγνεσθαι, ὅταν λέγητε ὅτι πολλάκις γιγνώσκων τὰ κακὰ ἄνθρωπος ὅτι κακά ἐστιν, ὅμως πράττει αὐτά, ἐξὸν μὴ πράττειν, ὑπὸ τῶν ἡδονῶν ἀγόμενος καὶ ἐκπληττόμενος·;ἔξεστι;957
Plato (0059);Protagoras (022);358.d.2;"ὅταν τε ἀναγκασθῇ δυοῖν κακοῖν τὸ ἕτερον αἱρεῖσθαι, οὐδεὶς τὸ μεῖζον αἱρήσεται ἐξὸν τὸ ἔλαττον;";ἔξεστι;1045
Plato (0059);Republic (030);360.b.3;εἰ οὖν δύο τοιούτω δακτυλίω γενοίσθην, καὶ τὸν μὲν ὁ δίκαιος περιθεῖτο, τὸν δὲ ὁ ἄδικος, οὐδεὶς ἂν γένοιτο, ὡς δόξειεν, οὕτως ἀδαμάντινος, ὃς ἂν μείνειεν ἐν τῇ δικαιοσύνῃ καὶ τολμήσειεν ἀπέχεσθαι τῶν ἀλλοτρίων καὶ μὴ ἅπτεσθαι, ἐξὸν αὐτῷ καὶ ἐκ τῆς ἀγορᾶς ἀδεῶς ὅτι βούλοιτο λαμβάνειν, καὶ εἰσιόντι εἰς τὰς οἰκίας συγγίγνεσθαι ὅτῳ βούλοιτο, καὶ ἀποκτεινύναι καὶ ἐκ δεσμῶν λύειν οὕστινας βούλοιτο, καὶ τἆλλα πράττειν ἐν τοῖς ἀνθρώποις ἰσόθεον ὄντα.;ἔξεστι;902
Plato (0059);Republic (030);465.e.4;"μέμνησαι οὖν, ἦν δ’ ἐγώ, ὅτι ἐν τοῖς πρόσθεν οὐκ οἶδα ὅτου λόγος ἡμῖν ἐπέπληξεν ὅτι τοὺς φύλακας οὐκ εὐδαίμονας ποιοῖμεν, οἷς ἐξὸν πάντα ἔχειν τὰ τῶν πολιτῶν οὐδὲν ἔχοιεν;";ἔξεστι;3186
Plato (0059);Symposium (011);189.a.7;γελωτοποιεῖς μέλλων λέγειν, καὶ φύλακά με τοῦ λόγου ἀναγκάζεις γίγνεσθαι τοῦ σεαυτοῦ, ἐάν τι γελοῖον εἴπῃς, ἐξόν σοι ἐν εἰρήνῃ λέγειν.;ἔξεστι;291
Thucydides (0003);History (001);4.18.4.5;ὃ νῦν ὑμῖν, ὦ Ἀθηναῖοι, καλῶς ἔχει πρὸς ἡμᾶς πρᾶξαι, καὶ μή ποτε ὕστερον, ἢν ἄρα μὴ πειθόμενοι σφαλῆτε, ἃ πολλὰ ἐνδέχεται, νομισθῆναι τύχῃ καὶ τὰ νῦν προχωρήσαντα κρατῆσαι, ἐξὸν ἀκίνδυνον δόκησιν ἰσχύος καὶ ξυνέσεως ἐς τὸ ἔπειτα καταλιπεῖν.;ἔξεστι;2647
Thucydides (0003);History (001);4.65.3.1;ἐλθόντας δὲ τοὺς στρατηγοὺς οἱ ἐν τῇ πόλει Ἀθηναῖοι τοὺς μὲν φυγῇ ἐζημίωσαν, Πυθόδωρον καὶ Σοφοκλέα, τὸν δὲ τρίτον Εὐρυμέδοντα χρήματα ἐπράξαντο, ὡς ἐξὸν αὐτοῖς τὰ ἐν Σικελίᾳ καταστρέψασθαι δώροις πεισθέντες ἀποχωρήσειαν.;ἔξεστι;2944
Thucydides (0003);History (001);8.48.4.8;τῷ βασιλεῖ τε οὐκ εὔπορον εἶναι καὶ Πελοποννησίων ἤδη ὁμοίως ἐν τῇ θαλάσσῃ ὄντων καὶ πόλεις ἐχόντων ἐν τῇ αὐτοῦ ἀρχῇ οὐ τὰς ἐλαχίστας, Ἀθηναίοις προσθέμενον, οἷς οὐ πιστεύει, πράγματα ἔχειν, ἐξὸν Πελοποννησίους, ὑφ’ ὧν κακὸν οὐδέν πω πέπονθε, φίλους ποιήσασθαι.;ἔξεστι;5670
Xenophon (0032);Agesilaus (009);2.12.3;ἐξὸν γὰρ αὐτῷ παρέντι τοὺς διαπίπτοντας ἑπομένῳ χειροῦσθαι τοὺς ὄπισθεν οὐκ ἐποίησε τοῦτο, ἀλλ’ ἀντιμέτωπος συνέρραξε τοῖς Θηβαίοις.;ἔξεστι;135
Xenophon (0032);Anabasis (006);2.6.6.1;ταῦτα οὖν φιλοπολέμου μοι δοκεῖ ἀνδρὸς ἔργα εἶναι, ὅστις ἐξὸν μὲν εἰρήνην ἄγειν ἄνευ αἰσχύνης καὶ βλάβης αἱρεῖται πολεμεῖν, ἐξὸν δὲ ῥᾳθυμεῖν βούλεται πονεῖν ὥστε πολεμεῖν, ἐξὸν δὲ χρήματα ἔχειν ἀκινδύνως αἱρεῖται πολεμῶν μείονα ταῦτα ποιεῖν·;ἔξεστι;1008
Xenophon (0032);Anabasis (006);3.2.26.1;δοκεῖ οὖν μοι εἰκὸς καὶ δίκαιον εἶναι πρῶτον εἰς τὴν Ἑλλάδα καὶ πρὸς τοὺς οἰκείους πειρᾶσθαι ἀφικνεῖσθαι καὶ ἐπιδεῖξαι τοῖς Ἕλλησιν ὅτι ἑκόντες πένονται, ἐξὸν αὐτοῖς τοὺς νῦν σκληρῶς ἐκεῖ πολιτεύοντας ἐνθάδε κομισαμένους πλουσίους ὁρᾶν.;ἔξεστι;1230
Xenophon (0032);Anabasis (006);4.6.13.1;καὶ κλέψαι δ’ οὐκ ἀδύνατόν μοι δοκεῖ εἶναι, ἐξὸν μὲν νυκτὸς ἰέναι, ὡς μὴ ὁρᾶσθαι, ἐξὸν δ’ ἀπελθεῖν τοσοῦτον ὡς μὴ αἴσθησιν παρέχειν.;ἔξεστι;1855
Xenophon (0032);Anabasis (006);5.6.3.1;ἀναστὰς δὲ Ἑκατώνυμος πρῶτον μὲν ἀπελογήσατο περὶ οὗ εἶπεν ὡς τὸν Παφλαγόνα φίλον ποιήσοιντο, ὅτι οὐχ ὡς τοῖς Ἕλλησι πολεμησόντων σφῶν εἴποι, ἀλλ’ ὅτι ἐξὸν τοῖς βαρβάροις φίλους εἶναι τοὺς Ἕλληνας αἱρήσονται.;ἔξεστι;2329
Xenophon (0032);Cyropaedia (007);7.1.42.5;τά τε ὅπλα παραδόντες φίλοι τε γενόμενοι τοῖς αἱρουμένοις ὑμᾶς σῶσαι, ἐξὸν ἀπολέσαι.;ἔξεστι;3639
Xenophon (0032);Cyropaedia (007);8.2.15.1;καλὸν δ’ ἐπίδειγμα καὶ τοῦτο λέγεται Κῦρος ἐπιδεῖξαι Κροίσῳ, ὅτε ἐνουθέτει αὐτὸν ὡς διὰ τὸ πολλὰ διδόναι πένης ἔσοιτο, ἐξὸν αὐτῷ θησαυροὺς χρυσοῦ πλείστους ἑνί γε ἀνδρὶ ἐν τῷ οἴκῳ καταθέσθαι·;ἔξεστι;4256
Xenophon (0032);Economics (003);2.7.1;πρὸς δὲ τούτοις ὁρῶ σε οἰόμενον πλουτεῖν, καὶ ἀμελῶς μὲν ἔχοντα πρὸς τὸ μηχανᾶσθαι χρήματα, παιδικοῖς δὲ πράγμασι προσέχοντα τὸν νοῦν, ὥσπερ ἐξόν σοι.;ἔξεστι;93
Xenophon (0032);Hellenica (001);2.3.21.1;τούτων δὲ γενομένων, ὡς ἐξὸν ἤδη ποιεῖν αὐτοῖς ὅ τι βούλοιντο, πολλοὺς μὲν ἔχθρας ἕνεκα ἀπέκτεινον, πολλοὺς δὲ χρημάτων.;ἔξεστι;532
Xenophon (0032);Hellenica (001);2.3.42.1;οὐδέ γε τὸ φρουροὺς μισθοῦσθαι συνήρεσκέ μοι, ἐξὸν αὐτῶν τῶν πολιτῶν τοσούτους προσλαμβάνειν, ἕως ῥᾳδίως ἐμέλλομεν οἱ ἄρχοντες τῶν ἀρχομένων κρατήσειν.;ἔξεστι;589
Xenophon (0032);Hellenica (001);2.4.1.1;οἱ δὲ τριάκοντα, ὡς ἐξὸν ἤδη αὐτοῖς τυραννεῖν ἀδεῶς, προεῖπον μὲν τοῖς ἔξω τοῦ καταλόγου μὴ εἰσιέναι εἰς τὸ ἄστυ, ἦγον δὲ ἐκ τῶν χωρίων, ἵν’ αὐτοὶ καὶ οἱ φίλοι τοὺς τούτων ἀγροὺς ἔχοιεν.;ἔξεστι;635
Xenophon (0032);Hellenica (001);2.4.22.1;ἐξὸν δ’ ἡμῖν ἐν εἰρήνῃ πολιτεύεσθαι, οὗτοι τὸν πάντων αἴσχιστόν τε καὶ χαλεπώτατον καὶ ἀνοσιώτατον καὶ ἔχθιστον καὶ θεοῖς καὶ ἀνθρώποις πόλεμον ἡμῖν πρὸς ἀλλήλους παρέχουσιν.;ἔξεστι;705
Xenophon (0032);Hellenica (001);4.3.19.3;ἐξὸν γὰρ αὐτῷ παρέντι τοὺς διαπίπτοντας ἀκολουθοῦντι χειροῦσθαι τοὺς ὄπισθεν, οὐκ ἐποίησε τοῦτο, ἀλλ’ ἀντιμέτωπος συνέρραξε τοῖς Θηβαίοις·;ἔξεστι;1473
Xenophon (0032);Hellenica (001);7.1.17.1;ὡς δὲ οἱ σωθέντες ἐκ τοῦ πράγματος ἀπέφυγον ἐπὶ τὸν ἐγγύτατα λόφον, ἐξὸν τῷ Λακεδαιμονίων πολεμάρχῳ λαβόντι ὁπόσους μὲν ἐβούλετο τῶν συμμάχων ὁπλίτας, ὁπόσους δὲ πελταστάς, κατέχειν τὸ χωρίον, καὶ γὰρ τὰ ἐπιτήδεια ἐξῆν ἀσφαλῶς ἐκ Κεγχρειῶν κομίζεσθαι, οὐκ ἐποίησε ταῦτα, ἀλλὰ μάλα ἀπορούντων τῶν Θηβαίων πῶς χρὴ ἐκ τοῦ πρὸς Σικυῶνα βλέποντος καταβῆναι ἢ πάλιν ἀπελθεῖν, σπονδὰς ποιησάμενος, ὡς τοῖς πλείστοις ἐδόκει, πρὸς Θηβαίων μᾶλλον ἢ πρὸς ἑαυτῶν, οὕτως ἀπῆλθε καὶ τοὺς μεθ’ αὑτοῦ ἀπήγαγεν.;ἔξεστι;3117
Xenophon (0032);Memorabilia (002);3.1.2.1;αἰσχρὸν μέντοι, ὦ νεανία, τὸν βουλόμενον ἐν τῇ πόλει στρατηγεῖν, ἐξὸν τοῦτο μαθεῖν, ἀμελῆσαι αὐτοῦ·;ἔξεστι;946
Xenophon (0032);Ways and Means (011);5.12.4;γνώσεται δ’, ἢν σκοπῇ, καὶ ἐν τῷ νῦν χρόνῳ διὰ μὲν τὸν πόλεμον καὶ τῶν προσόδων πολλὰς ἐκλιπούσας καὶ τὰς εἰσελθούσας εἰς παντοδαπὰ καταδαπανηθείσας, ἐπεὶ δὲ εἰρήνη κατὰ θάλατταν γεγένηται, ηὐξημένας τε τὰς προσόδους, καὶ ταύταις ἐξὸν τοῖς πολίταις χρῆσθαι ὅ τι βούλονται.;ἔξεστι;186
